 unique id,image,brand,category,collection,code,finishing,size,quantity,detail,currency in euro,retail price in euro,rate,currency,retail price,discount,nett price,location,status,arriving ETA,booking,booking expired,mix category
1,Blueside-glenda ball candle holder_clear.jpg,BLUESIDE,Accessories - Living,Glenda Ball Candle holder,BSBM077858,Clear,Ø 190 x 190mm,10,-,€,418,"19,000",Rp,"7,942,000",,,WH Barito,,,,,Accessories
2,Blueside-glenda candle holder_clear.jpg,BLUESIDE,Accessories - Living,Glenda Candle holder,BSBM076021,Clear,Ø 160 x 280mm,10,-,€,490,"19,000",Rp,"9,310,000",,,WH Barito,,,,,Accessories
3,Blueside-ambrosia flat version_clear.jpg,BLUESIDE,Tableware,Ambrosia Flat version,BSDN087964,Clear,Ø 150 x H 160 mm,4,-,€,140,"19,000",Rp,"2,660,000",,,WH Barito,,,,,
4,Blueside-anastasia infuser_clear.jpeg,BLUESIDE,Tableware,Anastasia Infusiera,BSDN071759,Clear,Ø 32 x H 150 mm,6,-,€,110,"19,000",Rp,"2,090,000",,,WH Barito,,,,,
5,Blueside-bea teapot_clear.jpeg,BLUESIDE,Tableware,"Bea, Teapot",BSDN078120,Clear,Ø 120 x H 210 mm,10,-,€,374,"19,000",Rp,"7,106,000",,,WH Barito,,,,,
6,Blueside-briki coffee cup_clear.jpg,BLUESIDE,Tableware,"Briki, Coffee cup",BSDN089466,Clear,Ø  63 x H. 68 mm,12,-,€,58,"19,000",Rp,"1,102,000",,,WH Barito,,,,,
7,Blueside-briki turkish coffee maker for 2_clear.jpg,BLUESIDE,Tableware,"Briki, Turkish Coffee maker for 2 people",BSDN089465,Clear,"Ø 80 x H 90mm, handle 150mm lenght",6,-,€,136,"19,000",Rp,"2,584,000",,,WH Barito,,,,,
8,Blueside-briki turkish coffee maker for 4_clear.jpg,BLUESIDE,Tableware,"Briki, Turkish Coffee maker for 4 people",BSDN089464,Clear,"Ø 107 x H 120mm, handle 200mm lenght",4,-,€,148,"19,000",Rp,"2,812,000",,,WH Barito,,,,,
9,Blueside-chadi glass_clear.jpeg,BLUESIDE,Tableware,"Chàdi, oxygenating glass",BSDN090945,Clear,Ø 95 x H 292 mm,1,-,€,128,"19,000",Rp,"2,433,900",,,WH Barito,,,,,
10,Blueside-chino glass for cocktails and spirits_clear.jpeg,BLUESIDE,Tableware,Chino Glass,BSDN071757,Clear,Ø 110 x H 164 mm,24,-,€,98,"19,000",Rp,"1,862,000",,,WH Barito,,,,,
11,Blueside-cucumber glass_clear.jpeg,BLUESIDE,Tableware,Cucumber Beer and long drink glass,BSDN064017,Clear,Ø 90 x H 223 mm,12,-,€,138,"19,000",Rp,"2,622,000",,,WH Barito,,,,,
12,Blueside-dotto big flat plate_clear.jpg,BLUESIDE,Tableware,Dotto Big Plate ,BSDP085038,Clear,Ø 200 x 24 mm,3,-,€,122,"19,000",Rp,"2,318,000",,,WH Barito,,,,,
13,Blueside-duck small_clear.jpg,BLUESIDE,Tableware,"Duck, Small Bottle",BSDN069513,Clear,Ø 65 x H 200 mm,4,-,€,132,"19,000",Rp,"2,508,000",,,WH Barito,,,,,
14,Blueside-duck tall_clear.jpg,BLUESIDE,Tableware,"Duck, Tall Bottle",BSDN069514,Clear,Ø 75 x H 230 mm,4,-,€,132,"19,000",Rp,"2,508,000",,,WH Barito,,,,,
15,Blueside-Elio-small.jpeg,BLUESIDE,Tableware,Elio Champagne Glass,BSDN090269,Clear,Ø 107 x H 195 mm,36,-,€,108,"19,000",Rp,"2,052,000",,,WH Barito,,,,,
16,Blueside-emilio collins glass_clear.jpg,BLUESIDE,Tableware,Emilio Collins Glass,BSDN090261,Clear,Ø 75 x H145 mm,12,-,€,114,"19,000",Rp,"2,166,000",,,WH Barito,,,,,
17,Blueside-fred glass_clear.jpg,BLUESIDE,Tableware,Fred Glass for distilates,BSDN069515,Clear,Ø 80 x H 66 mm,12,-,€,78,"19,000",Rp,"1,482,000",,,WH Barito,,,,,
18,Blueside-gino glass_clear.jpeg,BLUESIDE,Tableware,Gino Gin Tonic cocktail,BSDN090257,Clear,Ø 100 x H 197 mm,30,-,€,108,"19,000",Rp,"2,052,000",,,WH Barito,,,,,
19,Blueside-ibridi bottle_clear.jpeg,BLUESIDE,Tableware,Ibridi Bottle,BSDN069523,Clear,Ø 85 x H 240 mm,4,-,€,122,"19,000",Rp,"2,318,000",,,WH Barito,,,,,
20,Blueside-ibridi glass_clear.jpg,BLUESIDE,Tableware,Ibridi Glass,BSDN069522,Clear,Ø 96 x H 65 mm,12,-,€,98,"19,000",Rp,"1,862,000",,,WH Barito,,,,,
21,Blueside-ivo collins glass_clear.jpg,BLUESIDE,Tableware,lvo Collins Glass,BSDN090251,Clear,Ø 58 x H 140 mm,24,-,€,58,"19,000",Rp,"1,102,000",,,WH Barito,,,,,
22,Blueside-margot margarita glass_clear.jpg,BLUESIDE,Tableware,"Margot Margarita Glass
",BSDN090259,Clear,Ø 140 x H 230 mm,30,-,€,118,"19,000",Rp,"2,242,000",,,WH Barito,,,,,
23,Blueside-modigliani red wine glass_clear.jpeg,BLUESIDE,Tableware,Modigliani Red Wine Glass,BSDN063971,Clear,Ø 92 x H 320 mm,24,-,€,102,"19,000",Rp,"1,938,000",,,WH Barito,,,,,
24,Blueside-modigliani red wine glass_clear.jpeg,BLUESIDE,Tableware,Modigliani White Wine Glass,BSDN063969,Clear,Ø 81 x H 260 mm,25,-,€,102,"19,000",Rp,"1,938,000",,,WH Barito,,,,,
25,Blueside-mood flute glass_clear.jpeg,BLUESIDE,Tableware,Mood Flute Glass,BSDN072873,Clear,Ø 58 x H 225 mm,12,-,€,138,"19,000",Rp,"2,622,000",,,WH Barito,,,,,
26,Blueside-oscar with teapot_clear.jpeg,BLUESIDE,Tableware,Oscar with teapot,BSDN078132,Clear,"Base Ø 240 x H 190 mm,  Body 250 x H 407mm",1,-,€,"4,730","19,000",Rp,"89,870,000",,,WH Barito,,,,,
27,Blueside-ottavio water glass_clear.jpg,BLUESIDE,Tableware,Ottavio Water glass,BSBM084627,Clear,Ø 65 x H 75 mm,12,-,€,64,"19,000",Rp,"1,216,000",,,WH Barito,,,,,
28,Blueside-phil decanter_clear.jpg,BLUESIDE,Tableware,"Phil Decanter, Classic coffee-pot for filter coffee",BSDN082270,Clear,Ø 110 x H 186 mm,5,-,€,158,"19,000",Rp,"3,002,000",,,WH Barito,,,,,
29,Blueside-phil ninetythree kettle_clear.jpg,BLUESIDE,Tableware,Phil Ninetythree Kettle,BSDN082271,Clear,"Ø 130 x H 225 mm
without spout",9,-,€,304,"19,000",Rp,"5,776,000",,,WH Barito,,,,,
30,Blueside-phil ten coffee powder measure_clear.jpg,BLUESIDE,Tableware,"Phil Ten, Coffee Powder Measure",BSDN082272,Clear,20x9x6 cm,4,-,€,72,"19,000",Rp,"1,368,000",,,WH Barito,,,,,
31,Blueside-philomena glass server_clear.jpg,BLUESIDE,Tableware,Philomena Glass server,BSDN088366,Clear,"overall size
Ø 170 x L 90 x H 133 mm ",10,-,€,234,"19,000",Rp,"4,446,000",,,WH Barito,,,,,
32,Blueside-pilaf rice portioner_clear.jpg,BLUESIDE,Tableware,Pilaf Rise Portiner,BSDN087966,Clear,Ø 72 x H 188mm,16,-,€,130,"19,000",Rp,"2,470,000",,,WH Barito,,,,,
33,Blueside-plustio flute glass_clear.jpeg,BLUESIDE,Tableware,Plustio Flute Glass,BSDN066385,Clear,Ø 50 x H 210 mm,12,-,€,56,"19,000",Rp,"1,064,000",,,WH Barito,,,,,
34,Blueside-pop cocktail glass_clear.jpg,BLUESIDE,Tableware,Pop Cocktail glass,BSDN090255,Clear,Ø 75 x H 220 mm,28,-,€,104,"19,000",Rp,"1,976,000",,,WH Barito,,,,,
35,Blueside-sailor baloon_clear.jpg,BLUESIDE,Tableware,Sailor Baloon for spirits and red wines,BSBM080033,Clear,Ø134 x H 161 mm,18,-,€,140,"19,000",Rp,"2,660,000",,,WH Barito,,,,,
36,Blueside-minishot small glasses_clear.jpeg,BLUESIDE,Tableware,"Small glasses - Minishot
",BSDN064054,Clear,Ø 57 x H 42 mm,12,-,€,54,"19,000",Rp,"1,026,000",,,WH Barito,,,,,
37,Blueside-shot small glasses_clear.jpg,BLUESIDE,Tableware,Small glasses - Shot,BSDN064053,Clear,Ø 57 x H 65 mm,12,-,€,54,"19,000",Rp,"1,026,000",,,WH Barito,,,,,
38,Blueside-shot L tumbler_clear.jpeg,BLUESIDE,Tableware,Shot L Tumbler Glass,BSDN083755,Clear,Ø 75 x H 80 mm,12,-,€,48,"19,000",Rp,"912,000",,,WH Barito,,,,,
39,Blueside-shot XL tumbler_clear.jpg,BLUESIDE,Tableware,Shot XL Tumbler Glass,BSDN083756,Clear,Ø 75 x H 110 mm,12,-,€,48,"19,000",Rp,"912,000",,,WH Barito,,,,,
40,Blueside-sospiro glass_clear.jpg,BLUESIDE,Tableware,Sospiro Tavern Glass,BSDN089792,Clear,Ø 50 x H 68 mm,18,-,€,58,"19,000",Rp,"1,102,000",,,WH Barito,,,,,
41,Blueside-suk glass_clear.jpg,BLUESIDE,Tableware,Suk Glass,BSDN071762,Clear,Ø 95 x H 95 mm,12,-,€,60,"19,000",Rp,"1,140,000",,,WH Barito,,,,,
42,Blueside-tag saucer warmer_clear.jpg,BLUESIDE,Tableware,Tag Saucer Warmer,BSDP090247,Clear,Ø 80 x L 118 x H 185 mm,4,-,€,378,"19,000",Rp,"7,182,000",,,WH Barito,,,,,
43,Blueside-tazzazen cafe americano set cup_clear.jpeg,BLUESIDE,Tableware,Tazzazen caffe americano set,BSDR064307,Clear,Ø 75 x H 110mm,12,"Cup, Tazzazen and Stiring Rod",€,74,"19,000",Rp,"1,406,000",,,WH Barito,,,,,
44,Blueside-tazzazen cappucino or tea cup_clear.jpg,BLUESIDE,Tableware,Tazzazen cappuccino/tea set,BSDN064297,Clear,Ø 75 x H 80 mm,12,"Cup, Tazzazen and Stiring Rod",€,66,"19,000",Rp,"1,254,000",,,WH Barito,,,,,
45,Blueside-tazzazen espresso cup_clear.jpg,BLUESIDE,Tableware,Tazzazen caffe espresso set,BSDR064308,Clear,Ø 58 x H 65mm,12,"Cup, Tazzazen and Stiring Rod",€,60,"19,000",Rp,"1,140,000",,,WH Barito,,,,,
46,Blueside-tulipano glass_clear.jpg,BLUESIDE,Tableware,Tulipano Glass,BSDN064286,Clear,Ø 72 x H 110 mm,24,-,€,66,"19,000",Rp,"1,254,000",,,WH Barito,,,,,
47,Blueside-vinicio decanter_clear2.jpeg,BLUESIDE,Tableware,Vinicio Decanter,BSDN071816,Clear,Ø 184 x H 320 mm,7,-,€,320,"19,000",Rp,"6,080,000",,,WH Barito,,,,,
48,Blueside-xeno cocktail glass_clear.jpeg,BLUESIDE,Tableware,Xeno Cocktail Glass,BSDN090253,Clear,Ø 105 x H 208 mm,30,-,€,108,"19,000",Rp,"2,052,000",,,WH Barito,,,,,
49,Blueside-bolina large vase_clear.jpg,BLUESIDE,Vase,Bolina Large Vase,BSDN086424,Clear,Ø 200x 400 mm,4,-,€,992,"19,000",Rp,"18,848,000",,,WH Barito,,,,,Accessories
50,Blueside-cino vase_clear.jpg,BLUESIDE,Vase,Cino Vase,BSDN085658,Clear,Ø 150 x 68 mm,6,-,€,158,"19,000",Rp,"3,002,000",,,WH Barito,,,,,Accessories
51,Blueside-nassa vase_clear.jpg,BLUESIDE,Vase,Nassa Vase,BSDN086419,Clear,Ø 100x 300 mm,4,-,€,352,"19,000",Rp,"6,688,000",,,WH Barito,,,,,Accessories
52,Blueside-tears big flower vase_clear.jpg,BLUESIDE,Vase,Tears Big Flower vase,BSBM069519,Clear,Ø 150 x 400mm,4,-,€,418,"19,000",Rp,"7,942,000",,,WH Barito,,,,,Accessories
53,Blueside-vasetto tall flower vase_clear.jpg,BLUESIDE,Vase,Vasetti Tall Flower Vase,BSBM084623,Clear,Ø 52 x 200 mm,6,-,€,94,"19,000",Rp,"1,786,000",,,WH Barito,,,,,Accessories
54,Blueside-vento vase_clear.jpg,BLUESIDE,Vase,Vento Vase,BSDN086422,Clear,Ø 100x 250 mm,4,-,€,290,"19,000",Rp,"5,510,000",,,WH Barito,,,,,Accessories
55,Callisa-Pillow Small.jpeg,CALLISA,Accessories - Living,Pillow,-,Cover in fabric,60x60 cm,6,Inner + Cover,Rp,"1,750,000",,Rp,"1,750,000",,,Showroom Display,,,,,
56,Callisa-Verve Bronze Small.jpeg,CALLISA,Accessories - Living,Verve Bronze,-,Cover in fabric,45x45 cm,4,Inner + Cover,Rp,"675,000",,Rp,"675,000",,,Showroom Display,,,,,
57,Callisa-Verve Persian Small.jpeg,CALLISA,Accessories - Living,Verve Persian,-,Cover in fabric,50X50 cm,4,Inner + Cover,Rp,"900,000",,Rp,"900,000",,,Showroom Display,,,,,
58,Callisa-Peachy Line Small.jpeg,CALLISA,Accessories - Living,Peachy Line,-,Cover in fabric,50x50 cm,2,Inner + Cover,Rp,"950,000",,Rp,"950,000",,,Showroom Display,,,,,
59,Callisa-Emerald Pattern Small.jpeg,CALLISA,Accessories - Living,Emerald Pattern,-,Cover in fabric,50X50 cm,2,Inner + Cover,Rp,"950,000",,Rp,"950,000",,,Showroom Display,,,,,
60,Callisa-Azur Cerulean 45x45 Small.jpeg,CALLISA,Accessories - Living,Azur Cerulean,-,Cover in fabric,45x45 cm,2,Inner + Cover,Rp,"1,750,000",,Rp,"1,750,000",,,Showroom Display,,,,,
61,Callisa-Azur Sorrel 45x45 Small.jpeg,CALLISA,Accessories - Living,Azur Sorrel,-,Cover in fabric,45x45 cm,2,Inner + Cover,Rp,"1,750,000",,Rp,"1,750,000",,,Showroom Display,,,,,
62,Callisa-Azur Onyx 45x45 Small.jpeg,CALLISA,Accessories - Living,Azur Onyx,-,Cover in fabric,45x45 cm,2,Inner + Cover,Rp,"1,750,000",,Rp,"1,750,000",,,Showroom Display,,,,,
63,Callisa-Azur Sorrel 50x30 Small.jpeg,CALLISA,Accessories - Living,Azur Sorrel,-,Cover in fabric,50x30 cm,1,Inner + Cover,Rp,"1,650,000",,Rp,"1,650,000",,,Showroom Display,,,,,
64,Callisa-Azur Onyx 50x30 Small.jpeg,CALLISA,Accessories - Living,Azur Onyx,-,Cover in fabric,50x30 cm,1,Inner + Cover,Rp,"1,650,000",,Rp,"1,650,000",,,Showroom Display,,,,,
65,Callisa-Geo Line Small.jpeg,CALLISA,Accessories - Living,Geo Line,-,Cover in fabric,50x30 cm,2,Inner + Cover,Rp,"765,000",,Rp,"765,000",,,Showroom Display,,,,,
66, ,CALLISA,Accessories - Living,Boho Orange,-,Cover in fabric,45x30 cm,1,Inner + Cover,Rp,"600,000",,Rp,"600,000",,,Showroom Display,,,,,
67,Callisa-Midnight Angular Small.jpeg,CALLISA,Accessories - Living,Midnight Angular,-,Cover in fabric,50x50 cm,4,Inner + Cover,Rp,"1,250,000",,Rp,"1,250,000",,,Showroom Display,,,,,
68,Callisa-Rhythmic Blocks Small.jpeg,CALLISA,Accessories - Living,Rhythmic Blocks,-,Cover in fabric,50x50 cm,2,Inner + Cover,Rp,"1,500,000",,Rp,"1,500,000",,,Showroom Display,,,,,
69,Callisa-Etched Grid Small.jpeg,CALLISA,Accessories - Living,Etched Grid,-,Cover in fabric,50x50 cm,2,Inner + Cover,Rp,"1,500,000",,Rp,"1,500,000",,,Showroom Display,,,,,
70,Callisa-Diamonback Small.jpeg,CALLISA,Accessories - Living,Diamonback,-,Cover in fabric,45x45 cm,2,Inner + Cover,Rp,"800,000",,Rp,"800,000",,,Showroom Display,,,,,
71,Callisa-Tartan Twist.jpg,CALLISA,Accessories - Living,Tartan Twist,-,Cover in fabric,50x50 cm,2,Inner + Cover,Rp,"1,750,000",,Rp,"1,750,000",,,Showroom Display,,,,,
72,Callisa-Azur Terra 50x50 cm.jpg,CALLISA,Accessories - Living,Azur Terra,-,Cover in fabric,50x50 cm,2,Inner + Cover,Rp,"2,000,000",,Rp,"2,000,000",,,Showroom Display,,,,,
73,Callisa- Azur Mirage 50x50.jpeg,CALLISA,Accessories - Living,Azur Mirage,-,Cover in fabric,50x50 cm,2,Inner + Cover,Rp,"2,000,000",,Rp,"2,000,000",,,Showroom Display,,,,,
74,Officine Gullo-prized walnut chopping board_wood.jpg,GULLO,Accessories - Kitchen,Prized Walnut Chopping Board,4TW17080008G,Solid Walnut Wood,-,,-,€,856,"19,000",Rp,"16,260,200",,,Lenore Display,,,,,Accessories
75,Officine Gullo-semi recessed with step wash basin_brushed stainless steel.jpg,GULLO,Accessories - Kitchen,Semi-recessed Washbasin w/ single sink and step for tap,1A012010015A,Brushed Stainless Steel,900 x 583 x 180 mm,,"including stainless steel dish rack, Arc x Grill Drainer, and soap dish",€,"11,998","19,000",Rp,"227,962,000",,,Lenore Display,,,,,Accessories
76,Officine Gullo-tap with arc petal handles_burnished brass.jpg,GULLO,Accessories - Kitchen,Single-hole Countertop Tap w/Arc Spout and Petal Handles,2A011N50027A,Solid Satin Nickeled Brass,-,,-,€,"3,025","19,000",Rp,"57,475,000",,,Lenore Display,,,,,Accessories
77,Officine Gullo-jar set 5 pcs_copper.jpg,GULLO,Accessories - Kitchen,Set of 5 Copper Jars w/ English captions,4TW24060003F,Copper,-,,-,€,"1,144","19,000",Rp,"21,736,000",,,Lenore Display,,,,,Accessories
78,Officine Gullo-pan set 4 pcs_copper.jpg,GULLO,Accessories - Kitchen,4 Copper Pan Set ,1TW26069002A,Copper,-,,-,€,"5,557","19,000",Rp,"105,586,800",,,Lenore Display,,,,,Accessories
79,Officine Gullo-professional knife set_stainless.jpg,GULLO,Accessories - Kitchen,"Professional Knife Set, w/ Forged steel blades",1TW18990011A,Stainless Steel,-,,-,€,"3,777","19,000",Rp,"71,770,600",,,Lenore Display,,,,,Accessories
80,Officine Gullo-knife block for 6 knives_solid oak.jpg,GULLO,Accessories - Kitchen,"Knife Block, w/ 6 holes for knives ",1TW17990001A,"Solid Oak Wood, Structure in Brass",-,,-,€,"1,430","19,000",Rp,"27,170,000",,,Lenore Display,,,,,Accessories
81,Officine Gullo-shelf 5 rods 2000mm_burnished brass.jpg,GULLO,Accessories - Kitchen,Solid Brass Shelf w/ 5 Oval rods,1A024050016A,Brass,2000 mm,,-,€,"3,463","19,000",Rp,"65,791,110",,,Lenore Display,,,,,Accessories
82,Officine Gullo-chopping board 60x40_laminated ash.jpg,GULLO,Accessories - Kitchen,Countertop Chopping Board ,4TW17080010G,Ash Wood w/ vertical grain and treated w/ oil,600 x 400 mm,,-,€,"1,423","19,000",Rp,"27,044,600",,,Lenore Display,,,,,Accessories
83,Officine Gullo-soap stone chopping board_wood.jpg,GULLO,Accessories - Kitchen,Carved Soapstone Chopping Board,1TW17990002A,Stainless Steel support,-,,-,€,946,"19,000",Rp,"17,974,000",,,Lenore Display,,,,,Accessories
84,Officine Gullo-OGS 128 Professional_platinum matte gunmetal.jpg,GULLO,Kitchen Appliances,OGS 128 Cooking Range,1M000ZV0001A,"Trim in Gunmetal, Structure in Platinum - Matte (14-0961O)",W. 128 cm,1,"128 cm Structure with 80 cm Electric Oven and 40 cm Cabinet Door, Gas Type : LPG",€,"78,426","19,000",Rp,"1,490,096,090",,,Showroom Display,,,,,
85,Officine Gullo-FIORENTINA cooking range 122_cashew matte burnished copper.jpg,GULLO,Kitchen Appliances,Fiorentina 120 Dual Fuel - Glass Door,1M002ZV0012A,"Trim in Burnished Copper, Structure in Cashew - Matte (03-3286O)",W.122 cm,1,"6 burner positions with a 5 in 1 Crescendo burner, and with two self-cleaning convection ovens ",€,"54,545","19,000",Rp,"1,036,348,236",,,Showroom Display,,,,,
86,Officine Gullo-FIORENTINA cooking range 91_vanilla frost glossy satin nickel.jpg,GULLO,Kitchen Appliances,Fiorentina 90 Dual Fuel - Solid Door,1M002ZV0003A,"Trim in Satin Nickel, Structure in Vanilla Frost - Glossy (03-1489L)",W. 91cm,1,"6 burners and multifunction electric oven with extra-large
capacity (161 liters)",€,"38,501","19,000",Rp,"731,514,630",,,Showroom Display,,,,,
87,Restart 90 arrancia x chrome.jpg,GULLO,Kitchen Appliances,Restart 90 cm 1 Oven - Solid Door,1M003ZV0011A,"Trim in Polished Chrome, Structure in Arancia di Sicilia - Glossy (03-1489L)",W. 90 cm,1,5 burners + electric oven,€,"19,491","19,000",Rp,"370,335,080",,,Showroom Display,,,,,
88,OGS island hood custom-matcha.jpg,GULLO,Kitchen Appliances,High Bell Island Professional Hood,1MCCPP025IS,"Trim in Gold 24K, Structure in Matcha - Glossy (07-2361L)","W. 240, D.150 cm",,Customize Hood,€,"152,060","19,000",Rp,"2,889,141,520",,,Lenore Display,,,,,
89,Gullo - Straight Side Pyramid Hood_platinum x gun metal.jpeg,GULLO,Kitchen Appliances,Straight Side Pyramid Professional Hood,1M007ZV0007A,"Trim in Gunmetal, Structure in Platinum - Matte (14-0961O)
",W. 128 cm,1,Hood for wall installation,€,"31,415","19,000",Rp,"596,890,510",,,WH Semarang,,,,,
90,Officine Gullo-blast chiller_matcha glossy gold 24k.jpg,GULLO,Kitchen Appliances,Blast Chiller ,1E006IX0001A,"Trim in Gold 24K, Structure in Matcha - Glossy (07-2361L)","W. 60 cm, H. 60 cm",,Cladding + Appliances,€,"20,875","19,000",Rp,"396,625,570",,,Lenore Display,,,,,
91,Officine Gullo-Gaggenau built in multifunction oven_200 series.jpg,GULLO,Kitchen Appliances,Gaggenau Series 200 Built-in Multifunction Oven,1E005GG0001A,,"W. 60 cm, H. 60 cm",,Appliances Only,€,"7,660","19,000",Rp,"145,547,600",,,Lenore Display,not for sale,,,,
92,Officine Gullo-cladding multifunction oven gaggenau 200 series_matcha glossy gold 24k.jpg,GULLO,Kitchen Appliances,Cladding for Multifunction Oven Gaggenau 200 series,1CL05GG0001A,"Trim in Gold 24K, Structure in Matcha - Glossy (07-2361L)","W. 60 cm, H. 60 cm",,Cladding Only,€,"7,663","19,000",Rp,"145,604,030",,,Lenore Display,,,,,
93,Officine Gullo-gaggenau built in combi steam_series 200.jpg,GULLO,Kitchen Appliances,Gaggenau Series 200 Built-in Combi-Steam ,1E005GG0008A,,"W. 60 cm, H. 60 cm",,Appliances Only,€,"10,628","19,000",Rp,"201,935,800",,,Lenore Display,not for sale,,,,
94,Officine Gullo-cladding combi steam oven gaggenau 200 series_matcha glossy gold 24k.jpg,GULLO,Kitchen Appliances,Cladding for Combi-Steam Oven Gaggenau 200 series ,1CL05GG0008A,"Trim in Gold 24K, Structure in Matcha - Glossy (07-2361L)","W. 60 cm, H. 60 cm",,Cladding Only,€,"7,033","19,000",Rp,"133,634,600",,,Lenore Display,,,,,
95,Officine Gullo-Gaggenau Single Door Refrigerator_400 series.jpg,GULLO,Kitchen Appliances,Gaggenau Series 400 Single Door Refrigerator,1E006GG0008A,,W. 75 cm,,Appliances Only,€,"20,511","19,000",Rp,"389,701,400",,,Lenore Display,not for sale,,,,
96,Officine Gullo-cladding single door fridge gaggenau 400 series_matcha glossy gold 24k.jpg,GULLO,Kitchen Appliances,Cladding for Single Door Refrigerator Gaggenau 400 series ,1CL06GG00009A,"Trim in Gold 24K, Structure in Matcha - Glossy (07-2361L)",W. 75 cm,,Cladding Only,€,"14,904","19,000",Rp,"283,180,370",,,Lenore Display,,,,,
97,Officine Gullo-Gaggenau Single Door Freezer_400 series.jpg,GULLO,Kitchen Appliances,Gaggenau Series 400 Single Door Freezer,1E006GG0009A,,W. 75 cm,,Appliances Only,€,"21,285","19,000",Rp,"404,415,000",,,Lenore Display,not for sale,,,,
98,Officine Gullo-cladding single door freezer gaggenau 400 series_matcha glossy gold 24k.jpg,GULLO,Kitchen Appliances,Cladding for Single Door Freezer Gaggenau 400 series ,1CL06GG0013A,"Trim in Gold 24K, Structure in Matcha - Glossy (07-2361L)",W. 75 cm,,Cladding Only,€,"14,904","19,000",Rp,"283,180,370",,,Lenore Display,,,,,
99,Officine Gullo-gaggenau tempered wine cellar_series 400.jpg,GULLO,Kitchen Appliances,Gaggenau Serie 400 Tempered Wine Cellar ,1E006GG0010A,,"W. 60 cm, H. 45 cm",,Appliances Only,€,"16,867","19,000",Rp,"320,480,600",,,Lenore Display,not for sale,,,,
100,Officine Gullo-cladding wine cellar gaggenau 400 series_matcha glossy gold 24k.jpg,GULLO,Kitchen Appliances,Cladding for Wine Cellar Gaggenau 400 series ,1CL06GG0007A,"Trim in Gold 24K, Structure in Matcha - Glossy (07-2361L)","W. 60 cm, H. 45 cm",,Cladding Only,€,"16,329","19,000",Rp,"310,243,780",,,Lenore Display,,,,,
101,OGS island custom-matcha.jpg,GULLO,Kitchen Appliances,OGS Tailor Made Professional Island Cooking Machine,1MC00ZV0007A-1MC00ZV0006A,"Trim in Gold 24K, Structure in Matcha - Glossy (07-2361L)",240 x 150 x H.90 cm,,Customize Island,€,"278,845","19,000",Rp,"5,298,055,000",,,Lenore Display,,,,,
102,Officine Gullo-Gaggenau Coffee Machine_200 series.jpg,GULLO,Kitchen Appliances,Gaggenau Coffee Machine 200 Series ,1E009GG0001A,,"W. 60 cm, H. 60 cm",,Appliances Only,€,"8,034","19,000",Rp,"152,653,600",,,Lenore Display,not for sale,,,,
103,Officine Gullo-cladding coffee machine gaggenau 200 series_matcha glossy gold 24k.jpg,GULLO,Kitchen Appliances,Cladding for Coffee Machine Gaggenau 200 series,1CL09GG0001A,"Trim in Gold 24K, Structure in Matcha - Glossy (07-2361L)","W. 60 cm, H. 60 cm",,Cladding Only,€,"6,682","19,000",Rp,"126,952,870",,,Lenore Display,,,,,
104,Pianca-Peonia cushion_jazz 30.jpg,PIANCA,Accessories - Living,Peonia Cushion,99PE760/H.JZ30,Fabric Jazz 30 - Cat. H,600 x 600 mm,1,Cushion cover with inner ,€,456,"19,000",Rp,"8,664,000",,,Showroom Display,,,,,
105,Pianca-Peonia cushion_pasca 11.jpg,PIANCA,Accessories - Living,Peonia Cushion,99PE735/C.PC11,Fabric Pasca 11 - Cat. C,600 x 350 mm,1,Cushion cover with inner ,€,256,"19,000",Rp,"4,864,000",,,Showroom Display,,,,,
106,Pianca contralto hanger.jpeg,PIANCA,Accessories - Night,Contralto Valet,35LSG,"Tray Finish Wood Borgogna, Structure Matt Titanio, Mirror Argento, Base Terrazo Rugantino",470 x 380 x 1640 mm,1,-,€,"5,424","19,000",Rp,"103,056,000",,,Showroom Display,,,,,
107,Pianca-All In armchair_jazz 30 & rovere borgogna.jpg,PIANCA,Armchair,All-in,D9AL060/H.A_SP,"Fabric Jazz 30 - Cat H, Legs in Wood Rovere Borgogna",1070 x 760 x 735 mm,,-,€,"7,338","19,000",Rp,"139,422,000",,,Lenore Display,,,,,Loose Furnitures
108,Pianca-Naan armchair with swivel_Polo 14.jpg,PIANCA,Armchair,Naan,D9NA000/H.KO,"Leather Polo 14 - Cat. H, Base in Matt Nero Metal",830 x 760 x 690 mm,2,with swivel base,€,"5,196","19,000",Rp,"98,724,000",,,Showroom Display,,,,,Loose Furnitures
109,"Pianca-Ella armchair fixed base_doge 22, jazz 30, ottone anticato.jpg",PIANCA,Armchair,Ella ,D9EL080/H.9N,"External Finish Leather Doge 22, Internal Finish Fabric Jazz 30 - Cat. H, Base Matt Ottone Antico ",800 x 820 x 850 mm,1,-,€,"5,014","19,000",Rp,"95,266,000",,,Showroom Display,,,,,Loose Furnitures
110,Pianca-Calatea armchair_lord 87 & velvet 11.jpg,PIANCA,Armchair,Calatea,D9CA010/P.RB,"Lord Leather 87, Fabric Velvet 11 - Cat. P ",750 x 910 x 940 mm,1,"Armchair only, sold seperately with ottoman",€,"6,630","19,000",Rp,"125,970,000",,,Showroom Display,,,,,Loose Furnitures
